"number","opened_at","short_description","description","subcategory","close_notes","resolved_by","resolved_at","severity","assigned_to","category","comments","parent_incident","priority"
"INC0011638","2025-11-03 05:58:27","Issue 1637: Software installation error","User reported Issue 1637: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011637","2025-11-03 05:58:27","Issue 1636: Software installation error","User reported Issue 1636: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011636","2025-11-03 05:58:26","Issue 1635: Slow internet","User reported Issue 1635: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011635","2025-11-03 05:58:26","Issue 1634: Software installation error","User reported Issue 1634: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011634","2025-11-03 05:58:26","Issue 1633: Software installation error","User reported Issue 1633: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011633","2025-11-03 05:58:26","Issue 1632: Laptop boot issue","User reported Issue 1632: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011632","2025-11-03 05:58:26","Issue 1631: Slow internet","User reported Issue 1631: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011631","2025-11-03 05:58:26","Issue 1630: Slow internet","User reported Issue 1630: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011630","2025-11-03 05:58:25","Issue 1629: Email not syncing","User reported Issue 1629: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011629","2025-11-03 05:58:25","Issue 1628: Software installation error","User reported Issue 1628: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011628","2025-11-03 05:58:25","Issue 1627: VPN connection failure","User reported Issue 1627: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011627","2025-11-03 05:58:25","Issue 1626: VPN connection failure","User reported Issue 1626: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011626","2025-11-03 05:58:25","Issue 1625: Software installation error","User reported Issue 1625: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011625","2025-11-03 05:58:24","Issue 1624: Software installation error","User reported Issue 1624: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011624","2025-11-03 05:58:24","Issue 1623: Slow internet","User reported Issue 1623: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011623","2025-11-03 05:58:24","Issue 1622: Laptop boot issue","User reported Issue 1622: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011622","2025-11-03 05:58:24","Issue 1621: Slow internet","User reported Issue 1621: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011621","2025-11-03 05:58:24","Issue 1620: Email not syncing","User reported Issue 1620: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011620","2025-11-03 05:58:24","Issue 1619: Laptop boot issue","User reported Issue 1619: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011619","2025-11-03 05:58:23","Issue 1618: VPN connection failure","User reported Issue 1618: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011618","2025-11-03 05:58:23","Issue 1617: Software installation error","User reported Issue 1617: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011617","2025-11-03 05:58:23","Issue 1616: VPN connection failure","User reported Issue 1616: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011616","2025-11-03 05:58:23","Issue 1615: Laptop boot issue","User reported Issue 1615: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011615","2025-11-03 05:58:23","Issue 1614: Slow internet","User reported Issue 1614: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011614","2025-11-03 05:58:23","Issue 1613: Software installation error","User reported Issue 1613: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011613","2025-11-03 05:58:22","Issue 1612: Slow internet","User reported Issue 1612: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011612","2025-11-03 05:58:22","Issue 1611: VPN connection failure","User reported Issue 1611: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011611","2025-11-03 05:58:22","Issue 1610: Laptop boot issue","User reported Issue 1610: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011610","2025-11-03 05:58:22","Issue 1609: VPN connection failure","User reported Issue 1609: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Software","","","5 - Planning"
"INC0011609","2025-11-03 05:58:22","Issue 1608: Software installation error","User reported Issue 1608: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011608","2025-11-03 05:58:22","Issue 1607: Slow internet","User reported Issue 1607: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011607","2025-11-03 05:58:21","Issue 1606: VPN connection failure","User reported Issue 1606: VPN connection failure. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011606","2025-11-03 05:58:21","Issue 1605: Laptop boot issue","User reported Issue 1605: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011605","2025-11-03 05:58:21","Issue 1604: Slow internet","User reported Issue 1604: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011604","2025-11-03 05:58:21","Issue 1603: Laptop boot issue","User reported Issue 1603: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011603","2025-11-03 05:58:21","Issue 1602: Slow internet","User reported Issue 1602: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011602","2025-11-03 05:58:21","Issue 1601: Software installation error","User reported Issue 1601: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Access","","","5 - Planning"
"INC0011601","2025-11-03 05:58:20","Issue 1600: Slow internet","User reported Issue 1600: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011600","2025-11-03 05:58:20","Issue 1599: Email not syncing","User reported Issue 1599: Email not syncing. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Hardware","","","5 - Planning"
"INC0011599","2025-11-03 05:58:20","Issue 1598: Slow internet","User reported Issue 1598: Slow internet. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Network","","","5 - Planning"
"INC0011598","2025-11-03 05:58:20","Issue 1597: Laptop boot issue","User reported Issue 1597: Laptop boot issue. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
"INC0011597","2025-11-03 05:58:20","Issue 1596: Software installation error","User reported Issue 1596: Software installation error. Issue observed during standard work hours. Needs immediate attention.","","","","","3 - Low","","Email","","","5 - Planning"
